"","c...106.079272..35.032347.....106.068962..35.027495.....106.538399..35.192296..."
"3869","-103.504527, 32.788027"
"3870","-103.540444, 32.799361"
"3871","-103.531916, 32.792694"
"3872","-103.50175, 32.790611"
"3873","-103.782969, 32.50335"
"3874","-103.521369, 32.503569"
"3875","-103.782191, 32.504147"
"3876","-103.781619, 32.502811"
"3877","-103.782005, 32.503852"
"3878","-103.780838, 32.502861"
"3879","-103.779119, 32.50123"
"3880","-103.315971, 32.899551"
"3881","-107.733148, 32.2931"
"3882","-107.73403, 32.293182"
"3883","-107.732044, 32.296599"
"3884","-105.689804, 32.763314"
"3885","-105.689283, 32.762138"
"3886","-105.689804, 32.763314"
"3887","-105.689804, 32.763314"
"3888","-103.473848, 35.370884"
"3889","-106.033777, 36.331388"
"3890","-105.335483, 35.264823"
"3891","-106.6528, 33.817435"
"3892","-106.654555, 33.818129"
"3893","-106.653984, 33.818062"
"3894","-105.564166, 36.390333"
"3895","-108.250668, 33.224406"
"3896","-108.250668, 33.224406"
"3897","-108.23651, 33.224406"
"3898","-108.23651, 33.224891"
"3899","-108.18057, 32.884077"
"3900","-106.920969, 32.492179"
"3901","-106.920969, 32.492179"
"3902","-107.974074, 32.588453"
"3903","-107.976377, 32.592085"
"3904","-106.797533, 35.060105"
"3905","-106.797505, 35.060058"
"3906","-105.060139, 36.516417"
"3907","-105.060138, 36.516416"
"3908","-105.529907, 36.13418"
"3909","-105.52908, 36.13407"
"3910","-106.382561, 35.083165"
"3911","-104.995833, 36.377639"
"3912","-104.995833, 36.377638"
"3913","-106.643777, 35.088413"
"3914","-105.576456, 36.270332"
"3915","-105.576484, 36.269721"
"3916","-106.351944, 35.041944"
"3917","-105.451058, 36.865406"
"3918","-105.462311, 36.868986"
"3919","-105.457719, 36.86889"
"3920","-105.451058, 36.865406"
"3921","-105.451058, 36.865406"
"3922","-105.460625, 36.865006"
"3923","-105.291667, 36.869167"
"3924","-105.462311, 36.868986"
"3925","-105.457581, 36.86889"
"3926","-106.377583, 35.103778"
"3927","-105.593176, 36.52808"
"3928","-106.582703, 35.082723"
"3929","-106.879903, 32.277892"
"3930","-106.864979, 32.278171"
"3931","-106.871168, 32.271633"
"3932","-106.879903, 32.277892"
"3933","-106.871625, 32.277823"
"3934","-106.864986, 32.278265"
"3935","-106.632867, 32.293974"
"3936","-106.640276, 32.287038"
"3937","-106.636895, 32.287634"
"3938","-106.636886, 32.287642"
"3939","-106.632871, 32.293906"
"3940","-106.693222, 34.810888"
"3941","-106.693, 34.810861"
"3942","-106.693277, 34.810888"
"3943","-106.693277, 34.810888"
"3944","-106.71567, 34.77042"
"3945","-106.613305, 35.190774"
"3946","-107.318886, 32.848474"
"3947","-103.620413, 32.852469"
"3948","-103.62103, 32.829062"
"3949","-103.608335, 32.827957"
"3950","-103.621321, 32.842242"
"3951","-103.621564, 32.83417"
"3952","-103.624128, 32.829158"
"3953","-103.620413, 32.852469"
"3954","-107.992983, 32.238897"
"3955","-106.439759, 36.744472"
"3956","-108.077504, 32.861632"
"3957","-103.452861, 32.795722"
"3958","-105.024503, 33.679256"
"3959","-107.785, 32.323056"
"3960","-107.783611, 32.324444"
"3961","-108.11089, 35.622345"
"3962","-105.991638, 33.005055"
"3963","-105.99175, 33.004888"
"3964","-107.60488, 36.753943"
"3965","-107.606389, 36.753333"
"3966","-106.731649, 35.883632"
"3967","-108.213788, 36.729152"
"3968","-105.418235, 35.69801"
"3969","-105.946083, 35.6605"
"3970","-105.945916, 35.660194"
"3971","-107.309151, 32.909822"
"3972","-106.770166, 34.475166"
"3973","-106.063547, 34.757044"
"3974","-106.063547, 34.757044"
"3975","-103.314916, 32.936611"
"3976","-105.534602, 33.54158"
"3977","-107.662611, 35.485833"
"3978","-107.673888, 35.489722"
"3979","-107.662611, 35.485833"
"3980","-107.673888, 35.489722"
"3981","-106.615389, 35.225722"
"3982","-105.5745, 36.401558"
"3983","-106.697361, 34.82175"
"3984","-107.59771, 35.08692"
"3985","-105.567229, 36.70031"
"3986","-105.567229, 36.70031"
"3987","-105.515116, 36.681166"
"3988","-106.725451, 34.983871"
"3989","-106.726076, 34.98352"
"3990","-105.455453, 36.707065"
"3991","-108.363861, 35.046166"
"3992","-108.352778, 35.038333"
"3993","-105.258277, 33.381194"
"3994","-108.76113, 35.25146"
"3995","-108.763594, 35.251254"
"3996","-106.43716, 36.74402"
"3997","-105.402222, 36.704444"
"3998","-106.646522, 31.955747"
"3999","-105.539577, 36.377913"
"4000","-106.788822, 32.405334"
"4001","-108.721944, 35.465"
"4002","-106.750761, 36.653376"
"4003","-106.75047, 36.65334"
"4004","-105.472854, 36.368721"
"4005","-106.761425, 34.703894"
"4006","-106.292249, 36.570849"
"4007","-108.122166, 35.285361"
"4008","-106.620852, 36.167077"
"4009","-107.977401, 32.583992"
"4010","-109.031583, 34.095527"
"4011","-105.03313, 35.98863"
"4012","-105.03313, 35.98863"
"4013","-105.088728, 34.980068"
"4014","-105.088767, 34.980584"
"4015","-105.086061, 34.980666"
"4016","-105.680417, 33.356667"
"4017","-105.53825, 32.829916"
"4018","-107.201841, 33.152538"
"4019","-107.202108, 33.152731"
"4020","-107.193287, 33.153009"
"4021","-105.604166, 36.465916"
"4022","-106.730388, 34.713361"
"4023","-106.730305, 34.7135"
"4024","-108.525608, 33.518702"
"4025","-108.518916, 33.515464"
"4026","-108.518916, 33.515464"
"4027","-105.13395, 36.546312"
"4028","-105.133709, 36.546051"
"4029","-103.144702, 34.394933"
"4030","-103.144622, 34.394983"
"4031","-103.359411, 32.73295"
"4032","-103.359419, 32.74745"
"4033","-103.3594, 32.76205"
"4034","-103.34182, 32.761982"
"4035","-103.324919, 32.762161"
"4036","-107.138003, 33.622652"
"4037","-105.787416, 36.269277"
"4038","-103.921356, 36.842413"
"4039","-108.775683, 33.716239"
"4040","-108.775961, 32.716239"
"4041","-108.772991, 33.713126"
"4042","-105.223534, 36.538477"
"4043","-105.223035, 36.53842"
"4044","-103.160393, 34.405445"
"4045","-103.624128, 32.829158"
"4046","-103.62103, 32.829062"
"4047","-103.608335, 32.827957"
"4048","-103.621321, 32.842242"
"4049","-103.621564, 32.83417"
"4050","-103.347988, 32.69151"
"4051","-105.9905, 35.842917"
"4052","-105.564994, 36.408406"
"4053","-106.747375, 34.758416"
"4054","-106.011364, 35.879737"
"4055","-106.37601, 35.123139"
"4056","-106.376033, 35.123125"
"4057","-106.041671, 35.886284"
"4058","-105.456375, 36.583641"
"4059","-106.639863, 35.088063"
"4060","-106.639863, 35.088063"
"4061","-108.508334, 35.652042"
"4062","-105.742, 32.950167"
"4063","-105.993027, 36.646583"
"4064","-103.100889, 32.725222"
"4065","-105.637722, 33.31075"
"4066","-105.693448, 35.686064"
"4067","-105.888889, 35.717222"
"4068","-105.888889, 35.717222"
"4069","-105.888333, 35.718611"
"4070","-107.904888, 35.203194"
"4071","-105.825417, 32.951918"
"4072","-106.708752, 34.957902"
"4073","-106.708669, 34.95773"
"4074","-106.306555, 35.649152"
"4075","-106.306555, 35.649152"
"4076","-105.961122, 36.206886"
"4077","-105.580944, 36.391722"
"4078","-106.709054, 34.773989"
"4079","-106.693338, 34.996172"
"4080","-106.692652, 34.995775"
"4081","-103.79531, 32.371356"
"4082","-103.795182, 32.371441"
"4083","-103.794611, 32.371167"
"4084","-103.794972, 32.371333"
"4085","-103.127971, 32.689779"
"4086","-105.536773, 36.98045"
"4087","-106.730898, 34.715787"
"4088","-106.640648, 35.154333"
"4089","-106.640556, 35.154389"
"4090","-106.64039, 35.154326"
"4091","-106.64039, 35.154326"
"4092","-105.914265, 32.747741"
"4093","-106.980373, 36.061873"
"4094","-105.794805, 35.791138"
"4095","-105.793666, 35.791111"
"4096","-105.793694, 35.791111"
"4097","-105.692778, 36.647778"
"4098","-105.692778, 36.647778"
"4099","-105.692778, 36.647778"
"4100","-106.764655, 34.69945"
"4101","-106.798833, 32.400556"
"4102","-103.309162, 32.644225"
"4103","-103.307964, 32.645957"
"4104","-103.297283, 32.656134"
"4105","-103.295513, 32.659644"
"4106","-106.504388, 36.324509"
"4107","-106.504388, 36.324509"
"4108","-105.918158, 35.006134"
"4109","-104.560647, 33.416933"
"4110","-104.560647, 33.416933"
"4111","-103.195494, 34.521363"
"4112","-105.220888, 33.370083"
"4113","-107.994168, 32.240005"
"4114","-106.422282, 36.242823"
"4115","-106.429476, 36.241545"
"4116","-105.253493, 35.509326"
"4117","-107.320664, 32.849397"
"4118","-106.693659, 34.949444"
"4119","-108.50649, 33.438935"
"4120","-108.506491, 33.472394"
"4121","-104.559411, 33.418758"
"4122","-107.752061, 32.13835"
"4123","-107.75217, 32.138266"
"4124","-107.75217, 32.138266"
"4125","-105.598376, 32.838254"
"4126","-106.531111, 36.36"
"4127","-105.411874, 35.710149"
"4128","-105.597308, 36.455681"
"4129","-108.793833, 33.645667"
"4130","-106.745083, 32.237944"
"4131","-104.397239, 32.840879"
"4132","-103.188611, 32.767778"
"4133","-107.759199, 32.313566"
"4134","-105.597907, 32.947744"
"4135","-105.597357, 32.945078"
"4136","-106.471929, 36.331759"
"4137","-106.471349, 36.333217"
"4138","-106.471929, 36.331777"
"4139","-106.613472, 35.231"
"4140","-106.613482, 35.230972"
"4141","-106.0225, 35.892778"
"4142","-106.02473, 35.89278"
"4143","-106.02642, 35.89183"
"4144","-107.359828, 33.122201"
"4145","-106.627623, 31.999227"
"4146","-108.22773, 32.206795"
"4147","-108.248595, 32.202634"
"4148","-105.751527, 32.919972"
"4149","-105.747361, 32.919222"
"4150","-106.310084, 36.208685"
"4151","-106.309611, 36.208806"
"4152","-106.615528, 35.224361"
"4153","-107.22598, 33.30729"
"4154","-106.656042, 31.997676"
"4155","-106.656101, 31.998559"
"4156","-106.656042, 31.997676"
"4157","-106.656042, 31.997677"
"4158","-106.627157, 31.99878"
"4159","-106.627157, 31.99878"
"4160","-106.656042, 31.997676"
"4161","-106.656101, 31.998559"
"4162","-104.430084, 32.842309"
"4163","-105.788667, 33.397517"
"4164","-105.788694, 33.398333"
"4165","-105.788889, 33.398444"
"4166","-105.259675, 35.777563"
"4167","-107.312088, 32.906715"
"4168","-105.59225, 36.369666"
"4169","-106.705, 34.780694"
"4170","-106.705528, 34.78075"
"4171","-104.703056, 33.374722"
"4172","-104.681667, 33.386111"
"4173","-106.657935, 31.951671"
"4174","-106.657935, 31.951671"
"4175","-104.254398, 32.201916"
"4176","-104.252638, 32.200222"
"4177","-107.76354, 32.432595"
"4178","-107.76354, 32.432595"
"4179","-107.623583, 34.073583"
"4180","-107.623583, 34.073583"
"4181","-105.591031, 36.375903"
"4182","-106.36025, 34.610897"
"4183","-106.362294, 34.607772"
"4184","-103.977722, 36.778638"
"4185","-103.977722, 36.778638"
"4186","-105.270194, 36.930278"
"4187","-105.001667, 36.895278"
"4188","-103.335566, 33.264272"
"4189","-103.34995, 33.257056"
"4190","-103.349444, 33.256944"
"4191","-108.076684, 32.229685"
"4192","-106.654056, 35.825417"
"4193","-106.195687, 35.085346"
"4194","-106.195666, 35.085566"
"4195","-107.306584, 32.868349"
"4196","-106.297694, 34.595305"
"4197","-106.297694, 34.595305"
"4198","-103.993058, 36.741705"
"4199","-106.748247, 34.75518"
"4200","-108.942408, 33.822658"
"4201","-108.947204, 33.830169"
"4202","-104.468777, 36.978972"
"4203","-103.086813, 34.426875"
"4204","-103.086813, 34.426855"
"4205","-106.919982, 32.550817"
"4206","-106.923305, 32.552194"
"4207","-106.923305, 32.552194"
"4208","-106.919972, 32.550805"
"4209","-106.323572, 34.997707"
"4210","-108.779722, 35.628056"
"4211","-106.341408, 35.167833"
"4212","-106.341232, 35.168665"
"4213","-105.637458, 33.310742"
"4214","-105.637458, 33.310742"
"4215","-106.701866, 34.977705"
"4216","-106.702347, 34.977919"
"4217","-105.484005, 33.600072"
"4218","-105.931188, 35.66067"
"4219","-106.295434, 34.968223"
"4220","-106.295434, 34.968223"
"4221","-105.680722, 33.448556"
"4222","-105.680917, 33.448556"
"4223","-103.662345, 32.858238"
"4224","-103.624695, 32.87696"
"4225","-103.6371, 32.871174"
"4226","-106.658221, 36.701642"
"4227","-105.924104, 35.801"
"4228","-105.921077, 35.799889"
"4229","-105.599406, 36.36994"
"4230","-107.586389, 36.833611"
"4231","-107.586944, 36.8325"
"4232","-105.594222, 36.471472"
"4233","-105.515621, 33.37679"
"4234","-106.110384, 36.045411"
"4235","-105.67745, 36.739773"
"4236","-106.756806, 34.727278"
"4237","-106.392778, 35.070861"
"4238","-106.394888, 35.073"
"4239","-106.393527, 35.070861"
"4240","-106.691687, 31.862799"
"4241","-106.691697, 31.862602"
"4242","-106.691649, 31.862766"
"4243","-104.472333, 32.108416"
"4244","-105.255972, 33.381379"
"4245","-106.411056, 35.232833"
"4246","-106.410491, 35.232841"
"4247","-106.442886, 32.483797"
"4248","-106.442886, 32.483797"
"4249","-104.229363, 32.417267"
"4250","-105.853408, 36.015944"
"4251","-106.439903, 35.291205"
"4252","-105.90259, 35.809678"
"4253","-105.638611, 36.113611"
"4254","-106.561915, 35.32549"
"4255","-105.839658, 35.72778"
"4256","-105.387583, 36.689"
"4257","-105.385805, 36.684861"
"4258","-106.562812, 36.711903"
"4259","-105.91693, 35.624"
"4260","-105.91624, 35.62468"
"4261","-106.764222, 34.609528"
"4262","-106.74291, 36.61006"
"4263","-106.73792, 36.612"
"4264","-106.875357, 35.993217"
"4265","-105.946938, 35.764917"
"4266","-105.947104, 35.758751"
"4267","-105.946556, 35.758833"
"4268","-105.946056, 35.766278"
"4269","-105.487778, 36.695556"
"4270","-105.487778, 36.695556"
"4271","-105.487778, 36.695556"
"4272","-105.487778, 36.695556"
"4273","-105.487778, 36.695556"
"4274","-105.487778, 36.695556"
"4275","-105.488338, 36.6955"
"4276","-103.602572, 33.053959"
"4277","-103.609263, 33.055252"
"4278","-106.658221, 36.701642"
"4279","-106.632856, 31.918737"
"4280","-106.633117, 31.918275"
"4281","-106.633664, 31.918378"
"4282","-106.137072, 35.541642"
"4283","-106.692722, 34.999361"
"4284","-106.692567, 34.999332"
"4285","-105.83, 35.802778"
"4286","-106.732324, 32.154853"
"4287","-106.732324, 32.154853"
"4288","-103.126165, 32.900516"
"4289","-106.06755, 35.58981"
"4290","-105.425136, 36.692579"
"4291","-105.930472, 35.99425"
"4292","-105.409277, 36.692861"
"4293","-107.571111, 35.055278"
"4294","-107.554388, 35.071944"
"4295","-105.924298, 35.632698"
"4296","-106.867026, 32.280761"
"4297","-107.764619, 35.08114"
"4298","-106.839996, 32.308669"
"4299","-103.3422, 32.70408"
"4300","-103.32498, 32.704161"
"4301","-103.30758, 32.7332"
"4302","-103.32513, 32.733119"
"4303","-103.331569, 32.73833"
"4304","-103.325004, 32.718641"
"4305","-103.342171, 32.718633"
"4306","-103.342201, 32.704116"
"4307","-103.307663, 32.733224"
"4308","-103.325143, 32.733122"
"4309","-103.33156, 32.738355"
"4310","-103.301444, 32.714194"
"4311","-103.324927, 32.704122"
"4312","-106.118408, 36.053649"
"4313","-105.696065, 35.575655"
"4314","-104.57425, 33.393166"
"4315","-108.005891, 32.911245"
"4316","-103.501306, 32.795385"
"4317","-103.501306, 32.795385"
"4318","-108.288126, 35.431693"
"4319","-103.358618, 34.984154"
"4320","-106.64688, 35.887131"
"4321","-106.64688, 35.887131"
"4322","-106.601785, 35.1417"
"4323","-108.612611, 32.961132"
"4324","-103.090009, 32.726636"
"4325","-108.746057, 35.505997"
"4326","-103.639472, 32.874354"
"4327","-103.676178, 32.844367"
"4328","-103.651511, 32.864135"
"4329","-103.598083, 32.894166"
"4330","-103.599944, 32.892055"
"4331","-103.592772, 32.901118"
"4332","-103.697527, 32.823833"
"4333","-105.535215, 33.468306"
"4334","-106.3927, 35.077668"
"4335","-106.3927, 35.077668"
"4336","-105.991527, 35.896666"
"4337","-106.341026, 35.17074"
"4338","-105.948993, 35.646004"
"4339","-106.657405, 34.979057"
"4340","-106.657405, 34.979057"
"4341","-103.128592, 32.740474"
"4342","-105.987525, 35.656092"
"4343","-105.987966, 35.656169"
"4344","-106.741111, 34.652389"
"4345","-103.173817, 32.694003"
"4346","-106.173652, 35.083861"
"4347","-106.18875, 35.096888"
"4348","-106.188972, 35.097222"
"4349","-106.183361, 35.097027"
"4350","-106.173705, 35.083858"
"4351","-105.510009, 36.407305"
"4352","-106.415388, 35.217694"
"4353","-105.48115, 36.593997"
"4354","-105.48115, 36.594"
"4355","-106.74798, 34.754769"
"4356","-103.160325, 32.373028"
"4357","-103.176203, 32.39933"
"4358","-106.708155, 35.06088"
"4359","-105.597344, 36.367276"
"4360","-105.596844, 36.367359"
"4361","-106.720833, 32.246111"
"4362","-106.634444, 31.998889"
"4363","-106.823188, 32.320685"
"4364","-106.823017, 32.3205"
"4365","-103.158416, 32.7405"
"4366","-103.196766, 32.768641"
"4367","-103.137222, 32.693222"
"4368","-105.707563, 33.366008"
"4369","-103.091756, 32.72635"
"4370","-106.572761, 36.17925"
"4371","-106.573341, 36.718958"
"4372","-105.9195, 35.627"
"4373","-106.461435, 32.651776"
"4374","-106.460205, 32.64917"
"4375","-106.466958, 32.646422"
"4376","-106.442721, 32.484023"
"4377","-106.460039, 32.649466"
"4378","-106.645806, 35.828389"
"4379","-106.645733, 35.828343"
"4380","-105.896458, 35.582756"
"4381","-105.897958, 35.582283"
"4382","-106.716105, 35.011275"
"4383","-106.500695, 32.468573"
"4384","-106.502222, 32.466944"
"4385","-106.500695, 32.468573"
"4386","-105.569777, 33.347694"
"4387","-105.569806, 33.348306"
"4388","-106.64, 35.866916"
"4389","-105.852221, 35.567418"
"4390","-105.851949, 35.567993"
"4391","-103.326222, 32.978444"
"4392","-103.420027, 32.980138"
"4393","-103.321472, 32.979638"
"4394","-105.724861, 33.421333"
"4395","-106.589443, 32.32934"
"4396","-106.066513, 35.491783"
"4397","-106.613886, 35.228588"
"4398","-106.613886, 35.228588"
"4399","-107.97431, 35.2619"
"4400","-107.97227, 35.25889"
"4401","-106.371376, 35.125423"
"4402","-106.372383, 35.125205"
"4403","-106.372383, 35.125205"
"4404","-106.371376, 35.125423"
"4405","-104.396362, 36.975396"
"4406","-104.396362, 36.975396"
"4407","-105.752333, 33.453361"
"4408","-105.476116, 36.132676"
"4409","-105.917567, 35.006107"
"4410","-106.731777, 34.596027"
"4411","-106.731777, 34.596027"
"4412","-104.3875, 36.965833"
"4413","-104.3875, 36.965833"
"4414","-105.597194, 33.335056"
"4415","-105.597194, 33.335056"
"4416","-106.708001, 36.588404"
"4417","-106.801111, 35.885556"
"4418","-106.801111, 35.885556"
"4419","-106.801111, 35.885556"
"4420","-106.801111, 35.885556"
"4421","-106.801111, 35.885556"
"4422","-105.459523, 35.631275"
"4423","-105.401421, 36.704529"
"4424","-106.120263, 35.034669"
"4425","-106.120322, 35.034658"
"4426","-106.376389, 35.104172"
"4427","-105.290204, 36.400421"
"4428","-105.997277, 33.534808"
"4429","-106.013056, 33.541944"
"4430","-105.998083, 33.534833"
"4431","-105.998083, 33.368167"
"4432","-105.686466, 35.550673"
"4433","-105.686963, 35.550562"
"4434","-106.762705, 34.612586"
"4435","-106.758496, 34.237836"
"4436","-106.653805, 35.222"
"4437","-106.653805, 33.222083"
"4438","-106.65375, 35.222166"
"4439","-106.868806, 35.07175"
"4440","-103.138694, 32.746166"
"4441","-103.138694, 32.746166"
"4442","-103.138694, 32.746166"
"4443","-104.416083, 32.586222"
"4444","-104.416083, 32.586277"
"4445","-104.416083, 32.586277"
"4446","-103.126053, 32.782281"
"4447","-105.997485, 32.807867"
"4448","-105.997208, 32.805367"
"4449","-105.702272, 32.646656"
"4450","-105.691477, 32.641737"
"4451","-105.694672, 32.644459"
"4452","-105.702311, 32.646375"
"4453","-105.695005, 32.634931"
"4454","-105.695005, 32.634931"
"4455","-105.664173, 32.651376"
"4456","-105.702311, 32.646375"
"4457","-106.781265, 32.272719"
"4458","-103.237846, 32.462833"
"4459","-103.237846, 32.462833"
"4460","-103.231085, 32.461368"
"4461","-103.231085, 32.461368"
"4462","-106.739573, 32.263641"
"4463","-106.723043, 32.262909"
"4464","-106.723043, 32.262909"
"4465","-103.750638, 32.865138"
"4466","-106.707197, 32.264014"
"4467","-106.707197, 32.264014"
"4468","-106.707197, 32.264014"
